"genotype","DTS","PH","GY"
"PI597926:250031033/B47",65.1346281036442,224.569452722111,12.4304876260304
"PI601689:250034708/B47",66.0846514377024,198.800563833222,11.6352518586999
"PI221741:250031146/B47",67.2653249622915,206.624637899888,10.4569376479959
"PI601501:250031271/B47",66.623762759845,213.393526788777,13.3277809227922
"PI601494:250033535/B47",66.227018243063,207.347230499889,11.7960165176335
"Ames26753:250031692/B47",65.8634947614423,218.615378644333,10.4814481801793
"PI601576:250031247/B47",67.9612308508683,215.970056245852,12.0210459961018
"PI547086:250033567/B47",65.8215067850648,219.337600866555,11.9194352253453
"Ames27137:250033666/B47",65.7566099259595,211.588341611,11.9927935782982
"PI594081:250032599/B47",66.2664025351852,211.883526788777,12.0069118486301
"PI601685:250031428/B47",67.5274402071085,234.736119388777,11.7833019375959
"Ames22749:250033672/B47",65.2257860959355,222.013526788777,11.8962573984161
"PI221820:250031661/B47",67.2304989885073,238.920934199889,9.81038731653241
"PI595367:250034616/B47",67.3054694566801,221.828341611,12.1326369003972
"PI601079:250031456/B47",66.7795391440968,230.048029441672,12.6718576393438
"Ames24747:250032582/B47",67.2333160171871,205.244637899888,11.1269962029671
"Ames19011:250031433/B47",67.6576698495774,223.583881221354,10.9389012690751
"PI648432:250034694/B47",66.4602264873403,222.883526788777,12.3520353890605
"PI594075:250031895/B47",66.4241468243806,229.065758231365,12.402484280378
"PI561565:250034923/B47",66.7251470252165,222.986119388777,12.652257279811
"PI601440:250033864/B47",66.3130889102231,226.532045311,12.3345031839024
"PI584529:250035176/B47",64.5644196372778,211.912415677666,11.4137724052459
"Ames26780:250035068/B47",66.224650144917,228.384267533222,11.6932449206967
"Ames26748:250033721/B47",65.9766492549979,222.281674944333,11.4641970778853
"Ames27193:250031520/B47",66.5514725491851,223.846860122111,12.0502188728077
"Ames14116:250033794/B47",67.7017396809496,228.698806245852,12.3400448292979
"PI594076:250033586/B47",67.5016965204434,224.541304566555,11.7327395975838
"PI608778:250031031/B47",65.8433765854609,215.446039879304,11.9591834221196
"PI606330:250035081/B47",67.2092951978461,215.180563833222,12.4220096633895
"PI601566:250031261/B47",65.7560755688639,210.022786055444,13.0753845319683
"NC264:250040075/B47",68.085143777597,209.439082344333,12.8274902366156
"PI634211:250033738/B47",65.1506984104247,217.023722795585,11.8774232325135
"PI568159:250032406/B47",68.8682054025377,219.98295082855,12.0419937114135
"PI560081:250033791/B47",67.3346271902536,194.504267533222,11.9265653153471
"PI633840:250032201/B47",67.4802232675561,224.263156422111,11.9697354390706
"CIze45:250034850/B47",66.667843598304,229.393526788778,12.346692111281
"Ames24746:250034629/B47",67.1002383283483,202.467230499888,10.7534440132807
"PI560075:250033668/B47",67.1380421521692,225.383897166555,12.2828346771454
"PI596357:250034671/B47",67.6874680278853,196.985749011,11.1630600090058
"NSL30873:250034753/B47",65.7934765912279,219.467600866555,12.1286123648433
"PI600956:250031548/B47",66.2451422844733,218.096860122111,11.5290293435146
"NSL30067:250031491/B47",65.8544816116717,219.781674944333,11.5261934971098
"NSL30064:250031386/B47",65.5623377647859,229.569082344333,11.4581447961408
"PI601489:250033809/B47",66.2596590886742,219.125008277666,11.3628105995872
"Ames14115:250034754/B47",65.6166866837546,216.476860122111,11.8442301803428
"Ames12727:250035100/B47",70.0733619289601,223.856752409703,13.3691136465461
"PI601788:250031142/B47",66.5862546761375,206.865056245852,12.3662545188666
"PI601403:250035235/B47",66.5814219247301,203.333389583352,11.4978349704997
"PI592735:250035264/B47",67.4258262317623,232.937972920852,11.7958960133187
"PI638552:250031002/B47",65.484642884198,225.940193455444,12.0261330582466
"Ames26754:250033799/B47",68.2418549474422,243.439082344333,11.357035090402
"Ames14114:250032791/B47",67.1285009309762,215.671304566555,12.3201670762245
"PI601500:250031076/B47",66.9582590749815,217.809823088777,11.7911765206367
"PI600955:250031416/B47",66.2047089215788,216.226362766672,12.3579014713233
"PI568158:250033741/B47",68.0248539379219,218.036106131293,11.19152599218
"NSL30879:250033849/B47",67.7658496952879,228.641779441672,10.0639123309893
"Ames19004:250033179/B47",66.1327111960203,215.028446104172,10.4923935575503
"PI634214:250033824/B47",66.0251523518943,234.884267533222,12.158417105625
"PI648430:250031683/B47",66.8693022034775,222.194696104172,12.3936503918096
"Ames26129:250031037/B47",67.3548621679543,238.115008277666,11.0082522498489
"NSL22983:250033845/B47",66.5844325788444,234.430193455444,11.6478840864433
"Ames26751:250031420/B47",67.3148150303564,216.217230499888,11.537193454617
"NSL30872:250033847/B47",65.8096583825877,221.847600866555,11.7170886626632
"Ames28426:250035125/B47",66.5094776500566,209.71717480229,13.3054938417707
"PI601568:250031201/B47",67.1792396102672,208.885889583352,12.084378593079
"PI509542:250035130/PHZ51",68.5826111606106,222.714088112554,12.0518374597655
"PI601565:250031391/PHZ51",64.0717103794796,220.137481036956,12.0173402530853
"4226:250040088/PHZ51",65.8155567078537,233.698727958374,10.7619926096867
"PI601492:250032460/PHZ51",64.7229256931287,237.396740292512,11.5411143078844
"PI648424:250033551/PHZ51",66.1874294379398,236.22081437029,11.3275481486704
"NSL30072:250033233/PHZ51",64.162486080849,224.600073625846,10.4418037170965
"PI594059:250033527/PHZ51",67.4231259133472,232.230457594937,11.6085475882548
"PI594065:250031946/PHZ51",66.8172108015284,229.740073625845,12.1359696893944
"PI594089:250031921/PHZ51",65.8578312064849,237.563406959178,12.232477666075
"PI601780:250031918/PHZ51",65.2103884234748,246.452295848068,11.5499127531383
"Ames24989:250033695/PHZ51",68.3115535790492,238.137481036957,13.4436828057995
"PI594071:250031914/PHZ51",66.6970366202743,250.906369925845,11.9894537671723
"PI601375:250031906/PHZ51",63.4675339934011,224.13711067029,11.7851147055762
"H84:250040171/PHZ51",67.4666259766475,228.92451807029,12.7876138800656
"PI601300:250031885/PHZ51",63.3716562989106,238.303777336956,12.181367012242
"Ames28422:250034799/PHZ51",66.0627937896517,238.026740292512,12.5495312271293
"PI601320:250034941/B47",67.4186646718083,221.406722920852,11.9815786607652
"PI587149:250031958/B47",65.3187732480584,232.467230499888,12.6570018034007
"Ames28425:250034861/B47",68.1904292203487,231.652415677666,11.5486146830219
"Ames27142:250033784/PHZ51",67.1444004453798,241.975952209276,13.627362426771
"PI601037:250031660/PHZ51",65.7134274292909,224.896740292512,12.1915247919349
"PI601789:250033443/PHZ51",64.8544263456602,236.155999559179,12.884584873537
"B76:250047994/PHZ51",65.5104076715438,233.571925481401,11.1311413305941
"PI594072:250031957/PHZ51",66.8521808835921,238.470073625845,11.8416200659054
"PI601572:250033785/PHZ51",65.7743108216971,233.67451807029,11.7734044188344
"PI601402:250031318/PHZ51",65.2830838480561,238.396740292512,11.3083873147047
"PI601563:250033533/PHZ51",67.2078451181726,242.296588112554,11.5099988208402
"PI600954:250033455/PHZ51",65.9028603285103,238.405999559179,12.3901202261282
"Ames23466:250032558/PHZ51",64.9689725465216,229.943406959179,11.6368684843692
"PI601491:250033546/PHZ51",65.5736776501813,233.730444003623,11.6397826444189
"PI601808:250031936/PHZ51",64.0183179017757,230.42451807029,11.8104492288801
"PI594056:250031928/PHZ51",66.3984242342011,235.702295848067,11.3603585565073
"NSL30060:250031308/PHZ51",66.3609267200589,248.591925481401,10.9059555416063
"Ames26022:250033814/PHZ51",67.3174134263832,231.942666225846,11.0187307573292
"NSL81598:250034737/PHZ51",67.3848159029913,243.248962514734,11.2690052119507
"PI601778:250034821/PHZ51",65.4204213430124,233.508219965839,11.1568048305544
"Ames26758:250040763/PHZ51",67.4224138453314,238.915258814735,11.8882886719953
"PI596355:250032414/PHZ51",67.921561890845,249.640754775054,12.4335738931266
"PI594050:250033561/PHZ51",65.8078900956056,223.229332892512,12.0410488146129
"PI601790:250031894/PHZ51",64.1996856256731,237.813036592512,11.8967626048165
"PI601559:250031915/PHZ51",66.981235950631,231.035629181401,12.0334749820415
"PI601784:250031952/PHZ51",65.3572840428855,234.266740292512,12.7982615609652
"Ames27450:250032292/PHZ51",65.1132825733359,237.516740292512,11.1024007652697
"PI601610:250031302/PHZ51",64.3199842559358,232.174147703623,11.9454684291815
"PI648425:250031948/PHZ51",65.8365411887701,233.387481036956,11.5726815526309
"Ames23419:250034814/PHZ51",64.0573027120934,241.943036592512,11.8798124497293
"PI648423:250033433/PHZ51",65.0632419629773,234.544888448067,11.0522584369794
"Ames23465:250033080/PHZ51",65.2964408276137,232.479332892512,12.0900106564881
"Ames23504:250034844/PHZ51",64.4329855996096,237.628221781401,12.0040835596618
"CIze40:250034970/PHZ51",66.7603114092641,244.387481036956,11.1640636655852
"Ames22756:250031925/PHZ51",66.7429785513509,246.841925481401,10.8587978081627
"B105:250040023/PHZ51",67.5709455945994,244.767683386814,10.1761708004022
"PI600772:250034966/PHZ51",65.9865235955982,228.471184736956,11.690374584847
"PI594067:250031910/PHZ51",65.3405293705786,255.479332892512,12.5031880960557
"PI538229:250032194/PHZ51",65.3276865941732,237.258221781401,11.0437907746624
"PI600755:250034718/PHZ51",66.9022369900675,237.025999559178,11.800814612631
"PI601439:250031195/PHZ51",64.754046808664,235.63711067029,11.2901823061259
"PI594070:250033578/PHZ51",65.9291002758549,241.433777336956,12.2483583451592
"Ames15929:250033856/PHZ51",68.3129924761584,230.193036592512,11.1792901495283
"Ames26785:250033820/PHZ51",65.9822045318468,229.285629181401,11.2160349915047
"NSL42875:250033563/PHZ51",65.7463759511748,233.933777336956,11.0551130370564
"H105W:250040018/PHZ51",65.9232478943925,220.22081437029,11.0317248915729
"PI594069:250041727/PHZ51",66.4425879768787,243.156369925845,12.3148312547973
"Ames19283:250031118/PHZ51",66.2051800314662,234.79451807029,12.2220953395385
"Ames23422:250032410/PHZ51",63.6764366950589,225.3810650489,NA
"PI539924:250033659/PHZ51",65.3705555512032,233.508592148067,11.8792380486228
"A680:250047931/PHZ51",65.6008465134669,238.914888448067,12.194462684669
"PI601004:250033532/PHZ51",66.234306807977,230.063406959179,12.9800135068891
"PI538244:250032469/PHZ51",65.8634264790174,248.637481036957,11.7461068675859
"PI601007:250032260/PHZ51",64.5541467866282,227.572666225845,11.9305972369919
"PI601468:250034700/PHZ51",66.9901214520527,238.869703259179,12.9706787197791
"NSL30066:250032454/PHZ51",65.4644835749124,239.740394633374,10.6278859364216
"PI600958:250031412/PHZ51",65.3475298758113,239.414888448067,11.3815643040252
"PI538009:250033869/PHZ51",65.335250557227,230.767851403623,12.2109492352587
"PI594088:250033432/PHZ51",66.4364208582427,225.313777336956,11.7928895036854
"PI601362:250031285/PHZ51",65.9093635702571,249.433777336956,11.6128427992545
"Ames23494:250034838/PHZ51",65.5778203408028,242.187477958374,11.4501749639805
"Ames27138:250031505/PHZ51",67.5971516106737,227.536171437554,12.5234039198606
"PI634215:250031636/PHZ51",66.5304779109847,241.81628415355,12.102304280673
"PI539872:250035092/PHZ51",67.7392471261494,264.313401815499,11.6145675982174
"Ames26808:250040784/PHZ51",67.8649340471716,256.337421437554,10.2393279788337
"PI594063:250033573/PHZ51",67.4720135566496,237.480838965619,NA
"PI601442:250034937/PHZ51",66.1182552085111,250.796588112554,12.3360831408302
"PI601211:250033651/PHZ51",65.432851047446,235.85081437029,12.1730874637562
"PI568160:250032519/PHZ51",66.8608738298046,250.600444003623,12.9195721071159
"PI601575:250035073/PHZ51",67.0413552387491,237.354148046759,12.8660784888512
"PI594087:250031881/PHZ51",66.2906026698377,241.59081437029,11.9802132905108
"PI511310:250031269/PHZ51",66.8835121946998,243.391171437554,11.8814467690035
"PI601417:250031507/PHZ51",65.7921658582737,247.007481036956,11.7222991972459
"Ames27182:250031570/PHZ51",66.8779855635154,263.890754775054,11.8801848081526
"PI648427:250031390/PHZ51",67.1329141871231,239.703671437554,12.6860224490596
"PI601745:250031639/PHZ51",66.62003332342,227.313036592512,11.459714750559
"PI511311:250034705/PHZ51",67.0308469458828,252.715624048833,12.6698114316634
"NSL30874:250033861/PHZ51",67.5354638403059,248.804147703623,11.6431077992457
"Ames23407:250032472/PHZ51",67.7422043859575,238.591184736956,10.3717942878352
"NC264:250040075/PHZ51",67.9632437818727,226.712421437554,13.7714170772769
"NSL30865:250034744/PHZ51",66.5546312874871,250.721555114734,12.009643539541
"PI594053:250033608/PHZ51",68.239760414306,254.630754775054,13.503586276344
"NSL65866:250031578/PHZ51",67.5574773066867,249.339088112554,12.2964170590666
"PI634213:250031575/PHZ51",65.9524910047089,231.183777336956,12.0863696901112
"PI601573:250040800/PHZ51",67.2082998320089,247.303777336956,12.5099711060209
"PI601441:250031013/PHZ51",66.7239956943926,243.785754775054,11.9532621057267
"PI517972:250031155/PHZ51",68.4807066494601,255.570243146454,11.2424074950541
"PI594055:250031959/PHZ51",67.3753860312508,252.509285549276,12.343160664044
"PI638549:250033574/PHZ51",67.3267943682938,246.004504775054,11.6007179568263
"PI511309:250033819/PHZ51",66.5771386913541,252.804147703623,11.4302706542142
"PI594073:250033544/PHZ51",66.8049949045212,261.590444003623,12.6279678212081
"Ames26742:250033733/PHZ51",69.2519259319987,239.473254775054,11.7891561743943
"Ames2523:250032199/PHZ51",68.0768521977868,236.387481036956,11.3394050060612
"Ames25372:250034986/PHZ51",68.9042383685715,256.608254775054,11.8766234079341
"Ames26786:250031382/PHZ51",66.8523186935806,248.439624269937,10.8091742125872
"Ames27161:250033663/PHZ51",66.9422626930952,256.858962514734,12.0465570151028
"PI648429:250033862/PHZ51",66.6734674152321,250.192004775054,11.4584310789134
"38-11:250040073/PHZ51",69.8888082617855,248.422421437554,11.0960445404455
"CIze29:250031187/PHZ51",68.5148542588216,252.008221781401,12.106141710042
"Ames26743:250033792/PHZ51",67.9592101831836,241.84081437029,10.3656086436953
"Ames27065:250031573/PHZ51",67.159070656864,255.150754775054,12.3592871964882
"PI594068:250033554/PHZ51",67.5632920076134,259.129088112554,12.2618579406239
"PI594090:250033545/PHZ51",66.5259764015111,243.248592148067,11.8878445950575
"PI648426:250031668/PHZ51",66.9572348176143,241.071925481401,12.5926451577274
"PI550526:250035133/PHZ51",69.0637384125975,251.665629181401,12.5515642118462
"PI594052:250031902/PHZ51",66.8832814026104,247.964088112554,12.017659520245
"PI594082:250033540/PHZ51",66.2527156186465,235.220444003623,12.0821633676794
"Ames28420:250031283/PHZ51",67.1115852384786,244.980444003623,11.8914002455342
"Ames28419:250034961/PHZ51",67.2458393348671,244.480444003623,12.0822164186923
"B109:250039749/PHZ51",70.8762302974516,261.984801662754,11.5966285594638
"PI600729:250031458/PHZ51",66.7437537261661,248.637481036956,11.7559020039763
"PI601191:250031638/PHZ51",66.1292333367035,245.979332892512,11.9692927837388
"B68:250040182/PHZ51",68.3275307413786,250.878962514734,11.3922708235165
"NSL30866:250040764/PHZ51",68.5555837626691,246.8810650489,NA
"Ames25374:250031254/PHZ51",68.6334093242777,255.327838112554,12.2798345502509
"PI550462:250031535/PHZ51",66.1016275102648,253.063036592512,11.5109110309828
"PI547088:250031445/PHZ51",65.6776504787978,249.415258814734,12.5099537912885
"PI594085:250032274/PHZ51",67.1546648159869,245.915629181401,11.6401871687082
"Ames28418:250031193/PHZ51",66.940205231954,261.492170428869,12.6511254440455
"PI594091:250031907/PHZ51",66.2661439432447,250.684744584412,14.2166800446468
"Ames19019:250033836/PHZ51",66.6091137802322,247.610073625846,11.4634031905719
"Ames23471:250032473/PHZ51",67.3612234115013,245.39961747855,12.4992034946976
"PI594051:250031945/PHZ51",68.2496090735724,257.734088112554,11.4614660157986
"PI601498:250033853/PHZ51",67.3414781895283,266.307004775054,13.0822232111034
"Ames27160:250031274/PHZ51",66.563610641388,241.026171437554,12.7279074138687
"Ames28421:250030990/PHZ51",66.720221652374,254.285629181401,12.6383026544559
"PI594074:250033569/PHZ51",66.2790626801147,238.008592148067,11.3043493129165
"Ames27185:250031571/PHZ51",68.5693559352804,253.411171437554,12.4440091748982
"Ames26021:250034725/PHZ51",68.8390556997707,238.975952209276,11.2055481271098
"Ames22753:250031531/PHZ51",65.9309836356928,246.750547871354,12.1843768662311
"PI601775:250033835/PHZ51",65.2530135295334,234.591555114734,11.8414235516269
"PI550455:250035053/PHZ51",68.2137927151598,254.535999559178,11.543518792912
"PI594058:250033045/PHZ51",66.6955474602691,265.709285549276,12.293641974697
"PI594066:250032577/PHZ51",66.7210022011472,247.877481036956,13.4163308610781
"Ames26744:250031397/PHZ51",67.3819817699575,234.165258814735,11.6854789687082
"PI550463:250031174/PHZ51",65.8702809562994,241.253684406581,10.6458283411837
"PI607382:250035011/PHZ51",66.9092546213957,256.086636633956,12.2101830039643
"Ames27150:250031126/PHZ51",67.1487306051809,252.275999559179,12.2886620203932
"PI638550:250032446/PHZ51",67.31676569022,244.943406959178,12.4246230346062
"EP2008-05:250001510/PHZ51",63.718650073192,229.523971271752,11.7076568272354
"B103:250040806/PHZ51",64.7127062865844,216.765452760641,11.4148617939407
"Ames24736:250034855/PHZ51",65.6934521317705,227.21804534953,11.2009679749971
"PI340868:250031277/PHZ51",65.7969728587478,214.617304605085,9.94215083923253
"I205:250040145/PHZ51",66.3260585200567,229.720209481109,11.8570271446483
