<Phenotype>
taxa	covariate	covariate	covariate	covariate	covariate
Taxa	PC1	PC2	PC3	PC4	PC5
Z005E0059/PHZ51	0.014447464	2.4183317E-4	0.00923275	0.015433973	-0.0015916966
Z005E0062/PHZ51	0.00141293	-0.005740702	-0.0053381845	-0.0074466644	0.003282235
Z005E0063/PHZ51	-0.011638831	-0.0051161745	0.002484379	-0.016634155	0.0056298757
Z005E0064/PHZ51	0.023698207	0.0148903355	-8.249812E-4	-6.0171745E-4	0.00853777
Z005E0068/PHZ51	0.004363912	-0.028689917	0.0132734375	-7.9384836E-4	-0.017075261
Z005E0069/PHZ51	-2.994569E-4	-0.02138244	0.0015006961	0.01581583	-0.00412191
Z005E0070/PHZ51	0.01523362	-0.0134420525	7.179551E-5	0.022264218	0.008651583
Z005E0074/PHZ51	0.0064677517	-0.0055085765	-0.024678914	-0.012408961	-0.012319965
Z005E0079/PHZ51	-0.00838362	-0.023773858	0.010650169	0.003662769	-0.018541487
Z005E0080/PHZ51	-0.0018233849	-0.0031440558	0.017024217	0.0026523124	-0.030536795
Z005E0083/PHZ51	-0.003600485	-0.016209722	0.0038580543	-0.021353222	-0.0039626495
Z005E0091/PHZ51	-0.012087964	-0.010134531	0.0023238242	0.011475983	-0.0062280516
Z005E0095/PHZ51	0.009177054	0.008435645	0.023728307	-0.007350356	0.012770777
Z005E0099/PHZ51	-0.0035132319	-0.009539272	0.00919263	-0.0151142	0.006972795
Z005E0100/PHZ51	-0.016848173	-0.017838784	0.0055627497	0.010385643	0.0013818528
Z005E0102/PHZ51	-0.008573423	-0.0075284843	0.005467404	-0.013572387	0.010193904
Z005E0103/PHZ51	0.017807864	0.014720061	-0.00784201	-7.5231434E-4	-0.019727178
Z005E0104/PHZ51	0.0042175464	0.008768302	0.016820077	-0.014236684	-0.024223417
Z005E0105/PHZ51	0.002286437	-0.0064002275	0.014892811	-0.005146469	-0.022836717
Z005E0106/PHZ51	-0.00351764	0.012374857	0.0069114314	-0.019625027	-0.026480146
Z005E0107/PHZ51	-0.009613281	-0.0048349067	0.0033474604	-0.011068539	0.012361945
Z005E0108/PHZ51	-0.0026308128	0.0073727923	0.008562239	-0.020002825	-0.02558461
Z005E0113/PHZ51	-0.009027418	9.999536E-4	0.0064993175	-0.017342621	0.0105862
Z005E0117/PHZ51	-0.0066213375	-0.026995508	0.014615265	8.260854E-4	0.0077693737
Z005E0118/PHZ51	0.006000214	-0.014554278	-0.010582111	0.014228558	-6.760641E-4
Z005E0123/PHZ51	-1.3968718E-4	0.00803351	0.0021596807	0.013186916	-0.007756118
Z005E0124/PHZ51	-0.009005711	-0.018656427	0.0021177137	0.0125394175	0.0011196716
Z005E0130/PHZ51	-0.0017187198	-0.02778773	0.013958411	0.0044309576	-0.0019601046
Z005E0134/PHZ51	-9.74841E-4	0.0014831525	0.026357932	0.01676704	-0.010130768
Z005E0137/PHZ51	-0.00441641	0.01645247	0.015123099	-0.009692204	-6.2368905E-5
Z005E0138/PHZ51	0.015359969	0.011854007	-0.0127105545	-0.013879569	-0.015531023
Z005E0139/PHZ51	0.0032571694	-0.027653039	0.006810651	-0.0066304426	-0.011220165
Z005E0141/PHZ51	-0.01434789	-0.020723287	-0.0021185018	8.511887E-4	-0.02281787
Z005E0148/PHZ51	0.005514003	0.018112715	-0.004738002	-0.0037388583	-0.0017042693
Z005E0153/PHZ51	0.011383166	-0.015799033	-0.009539917	0.017565046	-0.020831982
Z005E0155/PHZ51	0.008650167	-0.010505303	-0.021704774	-0.016759804	-0.008233065
Z005E0156/PHZ51	-0.0022358536	-0.010255418	-0.010671725	-0.020059697	-0.008075286
Z005E0158/PHZ51	-6.207161E-4	-0.010253707	0.005095375	-0.017962776	-0.0082664
Z005E0159/PHZ51	0.013986755	-0.01881006	-8.4814405E-5	0.0103677055	-0.021139499
Z005E0161/PHZ51	-0.0047079856	-0.013317907	0.010605321	0.0022317693	0.006226531
Z005E0169/PHZ51	0.01850684	-0.0058221263	7.285318E-4	0.009659591	-0.015457511
Z005E0179/PHZ51	-0.0064675375	-0.028576184	0.011270194	0.0029942966	0.003327713
Z005E0187/PHZ51	4.594542E-4	0.009168815	0.010622304	-0.015437568	-0.01661657
Z005E0189/PHZ51	0.016392268	0.008419908	-0.00862845	-0.013211101	-0.016047493
Z005E0192/PHZ51	0.011312851	0.0046928762	0.0031695669	0.014109257	0.002654003
Z005E0196/PHZ51	-0.0035031505	-0.020567222	0.015829107	0.007994079	0.010425385
Z005E0198/PHZ51	2.8479236E-4	-0.0124830725	6.231892E-4	-0.015729997	0.009228334
Z006E0002/PHZ51	0.009368676	-0.0063159065	0.019209482	0.01896249	-0.0017582981
Z006E0007/PHZ51	0.023392448	-0.0119570345	-0.013037107	0.02927517	0.0072583333
Z006E0020/PHZ51	0.026910271	-0.013497244	-0.0029276996	0.046988774	0.026371246
Z006E0024/PHZ51	0.0030111359	0.021141728	0.015259858	0.0040638703	0.014821366
Z006E0025/PHZ51	0.022577487	0.02223005	-0.012287666	0.015369095	0.003098827
Z006E0027/PHZ51	0.011547734	-0.013831238	-0.0059372997	0.03436319	0.00903327
Z006E0031/PHZ51	-0.0028528408	-0.006935195	9.6020976E-4	-0.007480778	0.003437093
Z006E0032/PHZ51	0.022606907	0.017117519	0.010604337	0.0017378628	0.010904277
Z006E0034/PHZ51	0.009698399	0.0058593275	0.013461873	0.017479653	-0.0077492506
Z006E0043/PHZ51	0.035071634	-0.018499367	-0.005524546	0.03999738	0.014741248
Z006E0046/PHZ51	-0.0016160153	-0.021343522	3.4366365E-4	0.013333011	0.008803915
Z006E0049/PHZ51	0.008611477	0.009722905	0.013972555	-0.0023481802	0.0078135105
Z006E0051/PHZ51	0.013172115	0.0036043704	-0.010037313	0.0074416017	0.026932523
Z006E0053/PHZ51	0.009772415	0.003515048	-0.01954072	0.008123577	0.022964597
Z006E0055/PHZ51	0.015960194	0.00425289	0.001628644	0.013103751	0.024140866
Z006E0057/PHZ51	0.01566275	0.012389499	0.021804508	0.0062609315	0.0070636435
Z006E0058/PHZ51	0.014546175	0.018078294	0.023829713	0.0063589136	0.017154682
Z006E0061/PHZ51	2.532895E-4	-0.02252452	0.009138232	0.018118056	9.876982E-4
Z006E0065/PHZ51	0.020712	0.016396072	0.026571555	0.0041328873	0.020454627
Z006E0066/PHZ51	0.032014072	0.019427333	0.003836675	0.037352663	0.0062611685
Z006E0070/PHZ51	0.026933381	-3.136085E-4	-0.012451776	0.014407845	0.042871475
Z006E0071/PHZ51	0.045184154	0.016420025	0.003882325	0.016155966	0.023819825
Z006E0074/PHZ51	0.016634379	0.013150454	0.010902692	0.0058357376	0.006307256
Z006E0078/PHZ51	0.03758501	0.017792346	0.004241663	0.035507593	0.019365529
Z006E0080/PHZ51	0.01600718	0.010573705	-0.003232956	0.036902677	0.0041010133
Z006E0081/PHZ51	0.014190028	0.025722906	-0.013641308	0.011097958	0.008624538
Z006E0085/PHZ51	0.0041511757	-0.010945023	0.015302167	0.0170707	0.023151087
Z006E0091/PHZ51	-0.010618948	-0.02027541	0.0030421678	0.018101562	-0.007651038
Z006E0098/PHZ51	0.040075216	0.012680072	0.0013525089	0.026818398	0.01512736
Z006E0099/PHZ51	0.038106862	0.002958517	0.0045936303	0.0409376	0.0071217027
Z006E0100/PHZ51	0.015717456	-0.004259955	0.015108496	0.005744037	0.03690927
Z006E0101/PHZ51	0.011495283	-0.0060239937	0.017632436	0.025320178	0.0031825344
Z006E0103/PHZ51	0.017550275	0.010404406	0.01657367	-0.0027198263	0.014343645
Z006E0104/PHZ51	0.004328582	-0.021270322	0.010971774	0.026001353	0.0044482863
Z006E0106/PHZ51	-0.003968065	-0.015936667	0.0056008804	0.018416222	-0.0052879713
Z006E0115/PHZ51	0.03403722	5.3556176E-4	0.0053939186	0.04267962	0.01502222
Z006E0118/PHZ51	0.029667031	0.025372177	-0.008597333	0.01535437	5.8737176E-4
Z006E0119/PHZ51	0.0076614767	-0.006516316	0.00403943	-0.005931767	0.021054331
Z006E0120/PHZ51	-0.012062828	-6.991744E-4	3.3026192E-4	-0.0048083235	0.01726898
Z006E0122/PHZ51	-0.004561014	0.0039365296	-0.0051497365	0.0060802093	0.01613845
Z006E0123/PHZ51	0.03799465	0.007663211	0.012619097	0.02253324	0.0143027045
Z006E0124/PHZ51	0.0029856171	0.012976103	0.016864343	0.0072163255	0.007624421
Z006E0126/PHZ51	0.019002493	0.0057950034	0.010931213	0.027958686	5.1079644E-4
Z006E0128/PHZ51	0.037004665	0.004309187	-0.0012891672	0.034734864	0.007911596
Z006E0129/PHZ51	1.7370768E-4	-0.010380721	-0.022307348	0.029985195	-0.009330462
Z006E0133/PHZ51	-0.0040722955	-0.022351276	0.0030346103	0.017930921	0.0013242568
Z006E0134/PHZ51	0.01959643	-0.012426471	-0.010788038	0.03474641	-0.001998034
Z006E0136/PHZ51	0.021848304	0.004429095	0.02067764	0.037314486	0.01585956
Z006E0137/PHZ51	0.015213915	0.003754221	-0.02516909	0.004167006	0.014460562
Z006E0138/PHZ51	0.013391731	0.0057944916	-0.0068752156	0.040468466	0.005965023
Z006E0140/PHZ51	0.016656518	-0.0053686122	0.026330568	0.026447646	0.007927339
Z006E0142/PHZ51	0.018382594	0.0044472893	0.015341187	0.039404932	0.0076408717
Z006E0143/PHZ51	0.028097149	0.018023754	-0.010261459	0.016810965	0.008111899
Z006E0144/PHZ51	0.023118982	-0.01292706	0.023435362	0.021950835	0.01462716
Z006E0153/PHZ51	-0.0064065624	-0.0038553101	0.006200018	-0.004560482	0.020474968
Z006E0156/PHZ51	0.0029029509	-0.0039864443	0.008201324	0.0010802256	0.026460025
Z006E0158/PHZ51	0.021769514	-0.0130480165	-0.012718755	0.039590765	6.474905E-4
Z006E0161/PHZ51	0.029410886	0.021887457	0.007154236	0.013140427	0.024316275
Z006E0163/PHZ51	0.003567024	0.016184371	0.017048335	7.173269E-4	0.017599864
Z006E0165/PHZ51	0.028284516	0.014672189	0.012020864	0.005096993	0.010277734
Z006E0166/PHZ51	0.019289043	-1.9273412E-4	-0.017850483	0.009677612	0.010387534
Z006E0167/PHZ51	0.03651977	0.011909707	-0.0024662924	0.03016672	0.0040123817
Z006E0169/PHZ51	0.028493574	0.004942906	0.007656416	0.039509755	0.020403702
Z006E0173/PHZ51	0.010472349	-0.0031843774	-0.010115454	-9.6730253E-4	0.015849922
Z006E0175/PHZ51	0.024966203	-0.0038445087	-0.0053665736	0.014264299	0.034031257
Z006E0176/PHZ51	0.00538739	0.0042173048	0.019927911	0.026677478	-0.014475965
Z006E0177/PHZ51	0.024376262	0.0010325942	-0.003327322	0.029944202	0.024762493
Z006E0184/PHZ51	0.026899908	-0.017904727	-0.005408428	0.041950025	0.021138445
Z006E0187/PHZ51	0.021452652	-0.0042340704	-0.0023095033	0.04484025	0.01354804
Z006E0190/PHZ51	0.024016121	0.015842723	-0.0117375925	0.012211201	0.014180345
Z006E0197/PHZ51	0.014892213	0.025499513	-0.0076992023	0.014717228	0.011480005
Z006E0199/PHZ51	0.022417726	0.022375869	-0.010072016	0.013629682	-0.0030822412
Z007E0002/PHZ51	0.0055067125	0.0050650695	-0.028617356	-0.0061760135	0.0128708435
Z007E0003/PHZ51	-0.0057459576	0.007343116	0.017514369	0.007449506	-9.290123E-5
Z007E0004/PHZ51	0.0036286484	-0.01353964	-0.01721703	0.0024242639	-0.022697696
Z007E0007/PHZ51	-0.006486183	-0.014493153	0.0014609437	5.570334E-4	-0.0038634269
Z007E0013/PHZ51	-9.0130605E-4	4.5462514E-4	-0.020058544	-0.0042966898	0.018776698
Z007E0014/PHZ51	0.010537759	-0.011785372	-0.02735131	0.003830253	-0.018836977
Z007E0019/PHZ51	3.2169383E-4	-0.0025035474	0.01819228	0.0053844657	-4.7936864E-4
Z007E0028/PHZ51	0.030164594	0.025170827	-0.011139773	-0.0051079853	0.006722162
Z007E0029/PHZ51	0.011408843	-0.017360099	-0.01010739	2.8215378E-4	-0.0051876516
Z007E0032/PHZ51	0.0273959	0.018302444	-0.0079910485	0.0029999705	0.011346101
Z007E0034/PHZ51	0.005578452	2.6602708E-4	-0.027185421	-0.003791345	0.016246594
Z007E0038/PHZ51	-0.006985895	0.01143191	0.0015835614	-0.020999748	-0.014626779
Z007E0043/PHZ51	0.006998917	0.014604361	-0.023464954	-0.0052488516	0.0020550601
Z007E0048/PHZ51	0.012952502	0.028950801	-0.015309677	0.0039954525	-0.0024345156
Z007E0051/PHZ51	0.008711796	0.018535998	0.011800107	-0.018573737	-0.014759158
Z007E0053/PHZ51	7.9961726E-4	0.005443701	0.005923837	-0.018585322	-0.0134668425
Z007E0055/PHZ51	0.015044182	0.028667334	-0.010001817	-8.6655235E-4	0.0069124266
Z007E0056/PHZ51	0.006927865	0.0036865019	0.0107564535	-0.013282447	0.013906521
Z007E0060/PHZ51	0.002824821	0.013562787	0.019047366	0.007241395	-0.0012302675
Z007E0061/PHZ51	-0.001604052	1.8925707E-4	-0.013133062	-0.015859546	-0.0015501812
Z007E0062/PHZ51	-0.004670461	4.3777324E-4	-0.001600125	-0.012845668	0.005615792
Z007E0064/PHZ51	9.5954933E-4	0.013681692	0.008716711	-0.028184254	-0.010169706
Z007E0065/PHZ51	0.030393822	0.02565402	-0.010622551	-0.00528027	0.0068514226
Z007E0067/PHZ51	-0.0125549035	0.005178542	-3.983481E-4	-0.0110208	0.010887015
Z007E0069/PHZ51	0.0057828855	0.0019811436	-0.020774456	-0.010711431	-0.008882464
Z007E0074/PHZ51	0.023277387	0.025212415	-0.014858374	-0.005865284	-0.017666752
Z007E0077/PHZ51	-0.005758563	0.0085476935	0.006839764	-0.0119037805	0.013013397
Z007E0083/PHZ51	-0.009306249	0.001814683	-1.8502024E-4	-0.010823335	0.015836498
Z007E0089/PHZ51	0.012079458	0.008175042	0.0038383503	0.008239823	3.0212548E-5
Z007E0090/PHZ51	0.012930559	0.023773514	-0.018029716	-9.209986E-4	0.008357964
Z007E0091/PHZ51	0.007869566	0.0035160047	-0.0010909364	1.2055536E-4	-0.014730583
Z007E0097/PHZ51	-1.2619662E-4	0.019724729	0.014590705	-0.013644569	0.007893559
Z007E0105/PHZ51	0.027119184	0.014220748	-0.021289272	-0.018714266	-0.0046262266
Z007E0106/PHZ51	0.012419786	0.0029035797	-0.032627992	-0.016786879	-0.007136427
Z007E0112/PHZ51	0.0013111728	0.006756057	0.018205127	0.009602268	0.0017720774
Z007E0114/PHZ51	4.6213827E-4	0.007687484	-0.030425772	-0.002399244	0.0010712949
Z007E0119/PHZ51	-3.8707553E-4	-0.0071302634	0.009032311	0.00118897	-0.02440275
Z007E0125/PHZ51	0.022868296	0.018002039	-0.024527904	-0.016599331	-0.009174031
Z007E0129/PHZ51	0.011062215	0.0126363775	0.013938614	-0.01661549	-0.016656274
Z007E0133/PHZ51	0.0040538013	0.01889039	-0.0032797216	-0.013898133	-0.016576124
Z007E0135/PHZ51	0.022651898	0.022014186	-0.022346409	-0.011373527	-0.0049909595
Z007E0139/PHZ51	0.022331303	0.028174777	-0.012909677	9.980556E-4	0.006349643
Z007E0146/PHZ51	-0.00712338	0.004529547	-0.0010784443	-0.02042939	-0.005531081
Z007E0150/PHZ51	-0.0058501684	-0.0045574238	0.0034204032	-0.006893934	-0.01715701
Z007E0158/PHZ51	0.003574178	0.018729381	0.007704593	-0.018929858	-0.015476098
Z007E0160/PHZ51	0.0053991834	0.0033620344	-0.01623035	-0.004991762	-0.014009299
Z007E0161/PHZ51	-0.005010542	0.006333603	-0.0070534605	-0.010154336	0.015299503
Z007E0162/PHZ51	0.008352979	0.0049288385	-0.034595262	-0.014697792	-0.003026935
Z007E0164/PHZ51	-0.0049495306	-0.011120603	0.0063397284	-8.4653223E-4	0.010089876
Z007E0165/PHZ51	0.0018373587	0.002157101	0.0058457754	-0.01546655	-0.008860625
Z007E0166/PHZ51	-3.5199212E-4	0.016661566	0.013764479	0.0013296182	-0.0012268181
Z007E0167/PHZ51	-0.0018840207	0.004417618	-0.02772678	-0.006652728	-0.0019297609
Z007E0171/PHZ51	0.017027048	0.022645565	-0.020683916	-0.011395236	-0.016352257
Z007E0180/PHZ51	-0.006259341	0.01677378	0.010508816	-0.015660767	0.006708221
Z007E0181/PHZ51	0.0117674675	-0.0020763045	-0.02461166	0.007305774	-0.01460407
Z007E0182/PHZ51	0.01980048	0.028570753	-0.008500855	0.0034419114	0.0062095546
Z007E0183/PHZ51	0.018014828	0.024309311	-0.019320041	-0.012979308	-0.009777152
Z007E0185/PHZ51	0.004787839	-0.008267469	-0.0010195181	-0.0011847407	-0.020949729
Z007E0186/PHZ51	0.0068233996	0.0075200587	-0.029801335	-0.010621072	0.008634122
Z007E0187/PHZ51	0.0065755164	-0.013761515	-0.02681811	0.004991827	-0.010553697
Z007E0189/PHZ51	0.013690833	-0.0063426723	-0.015185721	0.004457896	-0.022491116
Z007E0192/PHZ51	0.0055969395	7.5542025E-4	-0.029899742	-0.008161521	0.0013208496
Z007E0194/PHZ51	0.01801173	0.021329163	-0.015462823	-0.012487227	-0.011516427
Z007E0195/PHZ51	-0.0027073105	-0.0010517032	-1.17286225E-4	-0.028313844	-0.004859167
Z007E0197/PHZ51	0.0031312194	0.016513431	0.01064405	-0.012522921	-0.0040866025
Z008E0006/PHZ51	0.006782822	-0.0013756253	-0.006020957	0.011360063	-0.007916991
Z008E0007/PHZ51	-0.0052570724	-0.006102224	-0.015521221	-0.018986477	-0.011661038
Z008E0010/PHZ51	0.01429783	0.009645988	-0.01889646	-0.010566358	-0.0049653873
Z008E0012/PHZ51	0.015182987	0.0027486146	-0.005228705	0.006396883	-0.011235474
Z008E0014/PHZ51	0.017729217	-0.0020250927	-0.022646505	-0.0178753	-0.007692559
Z008E0016/PHZ51	-0.001419507	-0.027772738	0.0044201533	-0.014773962	-0.002888027
Z008E0023/PHZ51	0.0167959	0.0010437561	-0.01169571	0.0016082759	0.012531815
Z008E0025/PHZ51	-0.006184522	-0.022339521	0.010696844	0.0027914718	0.005875744
Z008E0026/PHZ51	0.0059485	-0.0044553066	-0.024364673	-0.008260869	-0.015039636
Z008E0027/PHZ51	0.010673375	0.007798212	-0.014390383	0.008467598	-0.027766464
Z008E0028/PHZ51	0.00721203	0.009002047	0.022781575	-0.014840045	0.012462345
Z008E0047/PHZ51	-0.0050909044	0.004002875	0.009580677	8.86788E-5	0.0025876851
Z008E0051/PHZ51	0.015044232	-0.00589945	-0.006115688	-9.199407E-4	-0.019646602
Z008E0052/PHZ51	0.008898695	0.010193616	0.010711724	-0.0011918995	0.007882318
Z008E0053/PHZ51	0.01929349	-0.0013772177	-0.010048103	0.010390561	-0.017487472
Z008E0054/PHZ51	0.02247645	0.021414427	-0.0018436314	0.005398753	0.005049151
Z008E0056/PHZ51	0.015422168	-0.0138784	-0.020980984	0.004525566	-0.017325185
Z008E0063/PHZ51	-0.0049506063	-0.015458781	-0.009955769	-0.006465608	-0.01084588
Z008E0081/PHZ51	7.849159E-5	-3.54538E-4	0.018057901	-0.010145947	0.005397902
Z008E0084/PHZ51	0.01645708	-0.011478724	-0.012341145	0.012380219	0.019190526
Z008E0090/PHZ51	-0.0045567406	-0.028536847	0.004282787	-0.012621456	-0.009729246
Z008E0091/PHZ51	-0.0067060036	-0.02215877	0.010178389	-0.0031934602	-0.004521221
Z008E0093/PHZ51	0.0060671275	0.008839069	0.018186346	-0.018819911	-0.0027335354
Z008E0094/PHZ51	0.011510426	-0.003521728	-0.01246687	0.007002165	-0.023457346
Z008E0095/PHZ51	0.020823523	0.017603459	-0.0064368355	-0.0027145417	0.00869736
Z008E0097/PHZ51	0.01950105	0.00592739	6.152085E-4	0.021448592	-0.003121304
Z008E0102/PHZ51	0.016095653	0.016766531	-0.007442687	-0.006905427	0.016035382
Z008E0106/PHZ51	-0.017011538	-0.015406438	0.003948267	0.006210866	-0.004990899
Z008E0107/PHZ51	-0.0024497274	-0.0017103723	0.0105076805	-0.019156914	0.021731552
Z008E0108/PHZ51	0.020425906	0.0017794865	0.0053888	0.020564575	0.0042699557
Z008E0110/PHZ51	0.0064076507	-0.016389998	0.012007086	-0.0040844427	0.016291885
Z008E0111/PHZ51	-0.0022267117	0.0099940095	0.014186644	-0.018102493	-0.0059745554
Z008E0115/PHZ51	-0.0052474695	-0.023019519	0.003998229	-0.021258995	-0.0071074422
Z008E0120/PHZ51	0.012344049	-0.004825434	-0.006060667	0.010550408	9.5902267E-4
Z008E0121/PHZ51	0.0077422843	0.012426366	0.02296435	-0.009013907	0.012822148
Z008E0124/PHZ51	0.018059973	0.017356211	-0.010520916	-0.001223695	-0.012498519
Z008E0127/PHZ51	-0.0017785443	0.015953008	0.015651977	-0.0058768215	0.007985757
Z008E0130/PHZ51	-0.0032844378	-0.024664031	0.0061228466	-0.019387728	-0.009660867
Z008E0131/PHZ51	-0.004804848	-0.02197444	-3.886927E-4	-1.5757924E-4	-0.014958393
Z008E0136/PHZ51	0.028486438	4.2294184E-4	0.0019285126	0.01525117	-7.171887E-4
Z008E0142/PHZ51	-0.005284104	0.0018186857	0.016137356	0.0062572295	-0.012045169
Z008E0143/PHZ51	0.029694024	-0.004724468	-0.0048922077	0.00522705	-0.0063823955
Z008E0150/PHZ51	5.4037573E-5	0.016796166	0.014258322	-0.003735745	0.006736502
Z008E0151/PHZ51	0.015994148	-0.018913185	0.02217606	-0.0059448215	-0.014200272
Z008E0152/PHZ51	-9.1485924E-4	-0.025003964	0.015823945	-0.0026117256	0.014487793
Z008E0153/PHZ51	0.0044090236	-0.023409203	1.824118E-4	-0.0043829717	-0.008130089
Z008E0155/PHZ51	0.013651576	-0.012132883	-0.0067072012	-0.017148668	3.2650746E-4
Z008E0156/PHZ51	0.0031284515	0.0038636788	0.013654679	-0.016224502	-0.011350375
Z008E0159/PHZ51	0.007722906	0.0058254697	-0.011542309	0.0150321275	-0.010792521
Z008E0163/PHZ51	0.0147744855	-0.0071733603	0.01325325	0.0016593111	-0.022804983
Z008E0167/PHZ51	-0.0060649384	-0.016925735	-0.0040384047	8.030256E-4	-0.016156461
Z008E0170/PHZ51	-0.009213116	-0.02065593	0.01344487	0.0013428259	0.011661694
Z008E0174/PHZ51	-0.0034133948	0.0110730035	0.0076478105	-0.018101498	-0.012079804
Z008E0175/PHZ51	3.8373854E-4	-0.0045653675	0.024485728	0.0016997051	0.008634807
Z008E0180/PHZ51	0.017138476	0.009050025	-0.018332385	-0.003411497	-0.011014268
Z008E0181/PHZ51	0.010199346	-0.028205732	0.010939448	-0.017626546	-1.6670792E-5
Z008E0183/PHZ51	0.01385657	1.7758118E-4	-0.0145873735	-0.003416094	0.021934489
Z008E0184/PHZ51	0.0053084516	-0.021917393	0.014804907	-0.0038814552	-0.014374881
Z008E0185/PHZ51	-7.095314E-4	-0.010052068	0.010800217	-0.007806849	0.01080521
Z009E0008/PHZ51	-2.6164993E-4	-0.0066732606	-0.013959032	0.022726063	0.005192228
Z009E0012/PHZ51	0.0027691752	-0.028404228	0.017638357	-0.004255162	0.012198859
Z009E0015/PHZ51	-1.6939687E-4	0.018137567	0.016632883	-0.009678782	0.0059371046
Z009E0018/PHZ51	0.00620446	-0.007771335	0.011167155	-4.5961543E-4	0.020942837
Z009E0021/PHZ51	-9.368609E-4	-0.021013036	0.007445833	-0.02114167	-0.0073390743
Z009E0030/PHZ51	0.010499992	-0.008473711	0.01623692	0.010643826	-0.02250591
Z009E0032/PHZ51	0.0071900017	-0.023602633	0.025462577	0.0066116336	0.023170086
Z009E0035/PHZ51	-0.009011571	-0.02355958	0.008944512	7.1194296E-4	-0.0024934567
Z009E0038/PHZ51	0.0036405188	0.013489105	0.021305198	-0.014804208	0.01744913
Z009E0041/PHZ51	0.03800579	0.0042910716	0.0040027616	-0.01063458	-8.1417104E-4
Z009E0042/PHZ51	0.008740999	-0.019897068	0.012803725	0.01312202	0.020256579
Z009E0047/PHZ51	0.008464531	-0.0011893308	0.019927368	0.009958827	-0.010130898
Z009E0053/PHZ51	-5.0699484E-4	-0.003178296	-0.015162547	-0.012573	0.0045050182
Z009E0057/PHZ51	0.030804915	-0.0010982042	0.009295639	0.016831176	-0.020533921
Z009E0058/PHZ51	0.020153563	-0.023138734	-0.004991516	0.0118451705	-0.011249349
Z009E0064/PHZ51	0.0027328313	-0.010496296	0.010281256	-0.016755056	0.0075869844
Z009E0065/PHZ51	0.014111891	0.0073604025	-0.0052880347	-0.0050985967	0.01893839
Z009E0066/PHZ51	0.023875952	-0.005322458	-0.0038971119	-0.004417182	0.03203096
Z009E0067/PHZ51	0.03650566	-0.0061606276	0.0068603507	0.010750344	-0.013484926
Z009E0068/PHZ51	0.0065994356	-0.013656364	0.012834913	-0.02013524	0.006501876
Z009E0071/PHZ51	0.0064913617	-0.02444042	0.008605992	0.003741215	-0.010715985
Z009E0074/PHZ51	0.009993077	0.003219141	-0.014929773	0.0028343003	0.019719359
Z009E0075/PHZ51	0.017583456	-5.436128E-4	0.0074244314	0.021068428	-0.0028312602
Z009E0079/PHZ51	0.009103109	0.010844412	0.027041493	-0.0132532045	0.016123597
Z009E0080/PHZ51	0.032050572	6.004666E-4	0.013295508	0.021531072	0.015311559
Z009E0082/PHZ51	0.018855186	0.011816402	0.0021123302	0.0023856084	0.016518643
Z009E0085/PHZ51	0.007213319	-0.015359806	-0.0063188816	0.02223928	0.007260118
Z009E0086/PHZ51	0.004145942	-0.009262394	0.021295525	-0.001004286	-0.017440835
Z009E0087/PHZ51	0.030646197	0.014074766	-3.7310028E-4	-0.0060433033	-0.0029605732
Z009E0090/PHZ51	0.026412893	0.011823177	-0.002091828	-0.0042335037	-0.008363168
Z009E0092/PHZ51	0.011650739	0.006841685	0.028318455	0.0016985342	0.0041917493
Z009E0094/PHZ51	-0.004717066	-0.021141227	0.008203623	0.0012001878	-0.013815031
Z009E0097/PHZ51	0.021563826	0.011611687	0.017821288	-0.0070009036	0.015705021
Z009E0098/PHZ51	0.008224109	0.00985741	0.018330429	-0.01031343	-0.015714383
Z009E0101/PHZ51	0.011747252	-0.008990413	-0.0075423988	-0.011815622	-0.0012476823
Z009E0102/PHZ51	0.011243838	0.009906499	0.007960736	-0.02047578	-0.012495375
Z009E0105/PHZ51	0.0044861846	-0.0041414453	-0.013588013	-0.0074700066	0.01866159
Z009E0109/PHZ51	0.005351371	0.0014462967	0.02663843	0.01259679	-0.013998844
Z009E0113/PHZ51	-0.0026893506	-0.020035805	0.02028337	0.012615712	-2.1542628E-5
Z009E0116/PHZ51	0.011386929	-0.006611853	-0.010973463	-0.018188564	0.0073267934
Z009E0118/PHZ51	0.013298871	-0.011341763	0.031328477	-0.0023801774	-0.013837911
Z009E0119/PHZ51	0.0061733234	-0.013364221	0.011508304	-0.016838064	-0.0059200996
Z009E0123/PHZ51	4.0395E-4	-0.019687174	0.014010677	-0.00986027	-0.009899417
Z009E0129/PHZ51	-0.0053914264	-0.015621281	-0.0089799175	-0.0031297398	-0.014419871
Z009E0135/PHZ51	-0.006074281	-0.01913587	0.015137831	0.014263825	0.0037323278
Z009E0136/PHZ51	0.011646816	-0.013832866	0.02098084	-0.0021303648	-0.01009824
Z009E0137/PHZ51	0.009815325	0.0064295228	0.010493181	9.557413E-4	0.01619848
Z009E0138/PHZ51	2.0170572E-5	-0.015858455	-2.3110953E-4	-0.029248094	0.002205451
Z009E0140/PHZ51	0.013616099	0.01840175	3.9492417E-4	0.002050466	0.011139245
Z009E0143/PHZ51	0.00432141	-0.003118052	-0.021536238	-0.013385579	-0.0041896603
Z009E0146/PHZ51	0.015450507	0.0033427258	0.020876301	-0.016981393	0.0048738355
Z009E0149/PHZ51	0.03173289	0.012584278	0.008434198	-0.0029886118	0.013290422
