pheno	geno	nam	intercept	gsEffect	r2	pval
GY	genomesize	Oh7B	30.2340621375779	-3.77558654405965e-09	0.000316197135831865	0.895548510418936
GYraw	genomesize	Oh7B	-43.7674041099888	2.69891236387473e-08	0.0159687117935505	0.340231195171637
DTS	genomesize	P39	267.488507980684	-1.0816500015831e-07	0.161479977743991	0.00176788025014345
PH	genomesize	P39	-63.1788791690752	1.60206032287229e-07	0.0107971667755985	0.437614094245205
GY	genomesize	P39	97.9934176966396	-4.11645811513402e-08	0.050169360042562	0.170447921112011
GYraw	genomesize	P39	77.3840771920268	-3.85038713908942e-08	0.0521256008509098	0.162127762466138
DTS	genomesize	Tx303	96.2842622587416	-1.38704165010537e-08	0.00475291747426963	0.585280037168741
PH	genomesize	Tx303	342.349233744406	-4.42733931257312e-08	0.000440677506579125	0.868172822984669
GY	genomesize	Tx303	27.3861740172431	-2.37452557380123e-09	0.000178032984222795	0.916658300503153
GYraw	genomesize	Tx303	-17.3648536161513	1.27572409605278e-08	0.00694244296637331	0.512742919692839
DTS	genomesize	Tzi8	5.83379341074443	3.44989111248043e-08	0.0469345964490281	0.0782530038383961
PH	genomesize	Tzi8	478.465469254931	-1.24113315856871e-07	0.00806461072713175	0.469864494831543
GY	genomesize	Tzi8	71.6190436795266	-2.57175823191036e-08	0.0368046565073432	0.138564165388592
GYraw	genomesize	Tzi8	47.9705502624823	-2.21416901633093e-08	0.034614291486021	0.151117004609986
DTS	tebp	B97	56.3106215875353	7.75407387051098e-09	0.00419319554134659	0.60546164708291
PH	tebp	B97	-6.43799624261699	1.62088721112285e-07	0.00886090246121783	0.452174310417651
GY	tebp	B97	19.4086661494507	2.37850827962293e-09	0.000557588364332022	0.85072277403296
GYraw	tebp	B97	9.7832355000498	-1.50190059724179e-09	0.000323429120103905	0.886034458826612
DTS	tebp	CML103	10.149345675024	3.780991263397e-08	0.0337645731116477	0.136626689650278
PH	tebp	CML103	303.498730346599	-3.54004688741774e-08	0.000466612053709602	0.862253524657743
GY	tebp	CML103	43.0423039550959	-1.25286083872139e-08	0.00709189582426026	0.49805757113643
GYraw	tebp	CML103	25.1994199687057	-1.17640825098214e-08	0.0106935247663193	0.404985816468208
DTS	tebp	CML228	25.2672848747645	2.9209031239061e-08	0.0139856613998258	0.305664123511901
PH	tebp	CML228	440.780602730202	-1.20667564416031e-07	0.00491004370617581	0.544803897998507
GY	tebp	CML228	52.250392172964	-1.79862203150429e-08	0.0224924999035837	0.208596587322196
GYraw	tebp	CML228	22.2829581670994	-9.79702998167708e-09	0.00677244442670673	0.491930909770448
DTS	tebp	CML247	-62.0270793727788	8.43925766151177e-08	0.159245879971102	0.0005160493478321
PH	tebp	CML247	-26.8515579966124	1.69628760674229e-07	0.00927970646078259	0.420839016068817
GY	tebp	CML247	72.9448179988647	-3.13464597572469e-08	0.0674211693893005	0.0299538339441892
GYraw	tebp	CML247	54.2237141135073	-3.03371178116607e-08	0.0776876612572096	0.0194651295837375
DTS	tebp	CML277	60.9532398848253	7.06996178072577e-09	0.000501030103870955	0.859521167674884
PH	tebp	CML277	196.096950382035	3.23876782437787e-08	0.000258711892093989	0.898806171042098
GY	tebp	CML277	24.4156817483232	-6.27479997373748e-10	3.05566797204066e-05	0.965703660893451
GYraw	tebp	CML277	17.9607076566094	-7.3168565117269e-09	0.00379801279461789	0.631356526233812
DTS	tebp	CML322	54.8725561060706	9.73782207198489e-09	0.0127686249306776	0.341174185981972
PH	tebp	CML322	282.966288327878	-1.80659630419508e-08	0.000753046967744423	0.817735423867325
GY	tebp	CML322	40.1627014107279	-1.04163465042968e-08	0.049402968855944	0.0605805892892028
GYraw	tebp	CML322	22.9606265156898	-1.00428352360982e-08	0.0535105400471466	0.0505715017458307
DTS	tebp	CML333	10.9643257996484	3.82468180844363e-08	0.0720312898105294	0.0293414676526589
PH	tebp	CML333	116.676461385183	8.38253525878089e-08	0.00556799688566096	0.551538565182562
GY	tebp	CML333	29.1034331873323	-3.58612879710134e-09	0.00193130555334661	0.728138910537068
GYraw	tebp	CML333	17.1530591072637	-6.94787729754739e-09	0.00678402228465534	0.514224271489775
DTS	tebp	CML52	-7.6892806321131	5.05269805116466e-08	0.10611363747768	0.010411505691998
PH	tebp	CML52	543.440266726623	-1.82852078593785e-07	0.0280752940398952	0.193012566348648
GY	tebp	CML52	36.4652195685657	-8.21679113998187e-09	0.0120515783673535	0.407841738680298
GYraw	tebp	CML52	19.9600817104414	-8.73721608422012e-09	0.0143415481263743	0.357943821003309
DTS	tebp	CML69	61.2497754000047	6.49017942043575e-09	0.00113489325730926	0.78667016122182
PH	tebp	CML69	593.926951059225	-2.17088789971416e-07	0.0102765281369285	0.414348126224211
GY	tebp	CML69	25.6379511926347	-1.00579048529449e-09	6.93184142724903e-05	0.947939523898249
GYraw	tebp	CML69	16.6129100457815	-6.66471590128835e-09	0.00396084069854784	0.618449586250468
DTS	tebp	Il14H	48.2036169986385	1.26034628237252e-08	0.0184111167079309	0.368589069007376
PH	tebp	Il14H	166.765514532139	5.14296817828668e-08	0.00377202038703251	0.685133280546242
GY	tebp	Il14H	9.29299067959086	8.3935827772464e-09	0.00762709658757977	0.684903692389899
GYraw	tebp	Il14H	-14.3877269235689	1.3330481309889e-08	0.0212513156081792	0.496703785707195
DTS	tebp	Ki11	6.92101324746047	4.12046899361498e-08	0.0336018143790452	0.188898281821578
PH	tebp	Ki11	563.634938593726	-1.93673312296818e-07	0.025113127083508	0.25706420734313
GY	tebp	Ki11	44.9237770193575	-1.38508093758411e-08	0.0274860586811513	0.240150433129279
GYraw	tebp	Ki11	40.3472132239469	-2.17096866405131e-08	0.0515708622862086	0.105445570685019
DTS	tebp	Ki3	-10.3761393836224	5.1047471719058e-08	0.0585726659776333	0.0377586252550377
PH	tebp	Ki3	386.594393629573	-9.39587657686146e-08	0.00296702665457386	0.644843501642952
GY	tebp	Ki3	24.8348300559269	-7.18670027368704e-10	3.60621091621298e-05	0.960941735631651
GYraw	tebp	Ki3	4.82688629410558	1.25723503949124e-09	9.87716497176893e-05	0.935403549660034
DTS	tebp	Ky21	35.2470083533817	2.23073284752867e-08	0.0197746072012268	0.245590655984326
PH	tebp	Ky21	-251.166444904354	3.16347562670087e-07	0.0622122134985639	0.0373161665582028
GY	tebp	Ky21	17.5837837694986	3.48747683098623e-09	0.00118978957791885	0.800749171426745
GYraw	tebp	Ky21	18.5571216585312	-7.4804666444755e-09	0.0104816499647465	0.448557773550691
DTS	tebp	M162W	67.7695786782236	1.48576516229816e-09	0.000116000773344067	0.931066846036419
PH	tebp	M162W	318.702561152489	-4.76478331253465e-08	0.00151146842816059	0.75476971809808
GY	tebp	M162W	29.3838851597527	-3.74287088978137e-09	0.0022287487600529	0.704415411369957
GYraw	tebp	M162W	0.723555576559478	3.80234017249234e-09	0.00294888197821274	0.664974656235638
DTS	tebp	M37W	26.4859109498708	2.82449361723047e-08	0.0333284398971719	0.136203713621101
PH	tebp	M37W	245.493780231492	7.56487779199413e-09	2.18073311365172e-05	0.969851390731665
GY	tebp	M37W	62.4102032761988	-2.44940685751623e-08	0.0733215010437093	0.0266711540507921
GYraw	tebp	M37W	50.0718656736803	-2.72418965705758e-08	0.0811535388386988	0.0194622148286785
DTS	tebp	Mo18W	15.7173908973181	3.52666874734998e-08	0.0864986201226525	0.0203278316988223
PH	tebp	Mo18W	-243.40045544178	3.06617262496976e-07	0.0527985089678421	0.0724013695485118
GY	tebp	Mo18W	73.559970558444	-3.16741007506522e-08	0.0955096433057084	0.015374157775632
GYraw	tebp	Mo18W	54.700601366973	-3.03531802545882e-08	0.0918566795928776	0.0175827928303833
DTS	tebp	Ms71	88.6077896929772	-1.30974799492839e-08	0.00354275643905858	0.657169122854289
PH	tebp	Ms71	243.502905206481	-1.02005758158408e-08	1.50849890276009e-05	0.976916114916346
GY	tebp	Ms71	-18.0981310492578	2.59165586848991e-08	0.034495990658405	0.174582349351483
GYraw	tebp	Ms71	-44.2400948730547	3.22251480834676e-08	0.0716282696650613	0.0482181164273708
DTS	tebp	NC350	42.6075680281197	1.81191423594998e-08	0.011926003612692	0.379019357831766
PH	tebp	NC350	84.0164426339227	1.03582476932268e-07	0.00884035067510082	0.449164855791909
GY	tebp	NC350	55.5758699640136	-2.01721950108973e-08	0.073621215232798	0.0301024580339255
GYraw	tebp	NC350	42.913377662778	-2.24518984076027e-08	0.0872318129812383	0.0178191469658263
DTS	tebp	NC358	85.7527903566656	-1.03953248708737e-08	0.00540049211495201	0.560720927514396
PH	tebp	NC358	1359.70144068154	-7.08939557099529e-07	0.246183734187068	2.63179911747705e-05
GY	tebp	NC358	25.5959457450032	-1.48075016951325e-09	0.000164284987936884	0.921238159472382
GYraw	tebp	NC358	23.7068460179283	-1.07463076230534e-08	0.00941238073697856	0.44939823197343
DTS	tebp	Oh43	94.3295359109605	-1.65965018672395e-08	0.0349021900817706	0.142622049849041
PH	tebp	Oh43	687.156803993424	-2.79650320392995e-07	0.0950385732450215	0.0131993718930939
GY	tebp	Oh43	25.175085588146	-1.23176796677208e-09	0.000560265707768177	0.860006926677882
GYraw	tebp	Oh43	7.21399857685583	-4.62368263679693e-10	5.27939191157705e-05	0.95683010447028
DTS	tebp	Oh7B	100.188516025298	-1.88830908736923e-08	0.0371054942439661	0.127266149234216
PH	tebp	Oh7B	30.1250077003222	1.38536841539341e-07	0.0247052127187977	0.214836649916327
GY	tebp	Oh7B	39.0265769291421	-9.95025212334716e-09	0.0167122871273198	0.337851527631098
GYraw	tebp	Oh7B	-0.717398600772223	4.40310745357563e-09	0.0032317034815007	0.668897445515636
DTS	tebp	P39	148.322963693802	-5.09468001623055e-08	0.208580219427169	0.000313872288116897
PH	tebp	P39	201.258776698046	2.03427090242382e-08	0.00101359341312322	0.812466564694598
GY	tebp	P39	58.9135945024353	-2.33281811994503e-08	0.0904813416733489	0.0627810029642627
GYraw	tebp	P39	32.9415715286781	-1.68761088167086e-08	0.0562332292844008	0.146069998051528
DTS	tebp	Tx303	65.6107505492814	3.11002236194078e-09	0.00041711659186522	0.871714687545422
PH	tebp	Tx303	-53.918539610471	1.98601189472455e-07	0.0154791864470134	0.323422374517584
GY	tebp	Tx303	8.89821628443162	8.90401781506015e-09	0.00421043566642942	0.610465401089074
GYraw	tebp	Tx303	-21.5508790080947	1.76285131115028e-08	0.0222965873232602	0.238941977194286
DTS	tebp	Tzi8	14.5578868219143	3.49804724766415e-08	0.0710246624923925	0.0292594502332502
PH	tebp	Tzi8	293.817589940279	-2.99319841425565e-08	0.000690387928260555	0.832839649364625
GY	tebp	Tzi8	45.4721655382716	-1.37837901677209e-08	0.0151723680132825	0.344280123946803
GYraw	tebp	Tzi8	29.1093552671382	-1.41509327867615e-08	0.0202897929237467	0.273477411360521
DTS	nontebp	B97	61.8921358616616	2.4329623812312e-08	0.00409651276646008	0.609659123638254
PH	nontebp	B97	561.866030801104	-1.13343676165965e-06	0.0429957205026428	0.0948052380851007
GY	nontebp	B97	25.2886671590831	-7.69055976088322e-09	0.00057846694527485	0.847986314246963
GYraw	nontebp	B97	7.14259248141521	9.57691545347668e-10	1.30498741607287e-05	0.977034375719324
DTS	nontebp	CML103	82.7901698507169	-4.67256694241882e-08	0.0150402423683463	0.322815859194883
PH	nontebp	CML103	291.809418878699	-1.61679116660392e-07	0.00283883163050838	0.66849222163658
GY	nontebp	CML103	19.922121096929	1.20182367966125e-08	0.00190340868646954	0.725920204686562
GYraw	nontebp	CML103	-0.26099749540593	2.49663342024476e-08	0.0140477953067214	0.339440579918132
DTS	nontebp	CML228	92.4850970961822	-7.60687813651054e-08	0.0221048826448509	0.19688304202663
PH	nontebp	CML228	52.5709788521941	7.20119732245781e-07	0.0407511885162563	0.0783067864767449
GY	nontebp	CML228	6.35550930940817	6.34093917732726e-08	0.0641034950305504	0.0318843679889541
GYraw	nontebp	CML228	-6.93126655551351	5.00240478210996e-08	0.0406145342141964	0.0895870096476929
DTS	nontebp	CML247	135.031757395875	-2.29394837084057e-07	0.192334879192897	0.000116530121785688
PH	nontebp	CML247	484.644749390595	-8.79939575001855e-07	0.040819907879248	0.0887633424880481
GY	nontebp	CML247	10.9522114676321	4.45529260378819e-08	0.0224101189244653	0.216119399168432
GYraw	nontebp	CML247	-6.33295664478711	4.5151450957207e-08	0.0283151748765805	0.163783371141078
DTS	nontebp	CML277	63.6199381358074	3.13941385000094e-08	0.00212876866538139	0.71514279283872
PH	nontebp	CML277	71.5383895946223	6.44760387923655e-07	0.0220930205384305	0.237333830380218
GY	nontebp	CML277	28.0788519204465	-1.70825901403198e-08	0.00501975737842225	0.581092632300966
GYraw	nontebp	CML277	8.74096265950516	-8.84812403017985e-09	0.00123105836924683	0.78485529794641
DTS	nontebp	CML322	73.5318722886432	-1.19318583763545e-08	0.0135419561227094	0.326868848567973
PH	nontebp	CML322	260.437689428039	-2.44893023885511e-08	0.000977456455283513	0.792877402616995
GY	nontebp	CML322	19.8195040181509	1.42456650082337e-08	0.0650055029621674	0.0306630923812672
GYraw	nontebp	CML322	3.68672945810852	1.24231608654304e-08	0.0576040916447971	0.0422871235600916
DTS	nontebp	CML333	95.6523884469568	-8.69364463751677e-08	0.0586774037363964	0.0500412327046213
PH	nontebp	CML333	361.995744904871	-4.08424900625856e-07	0.0208405502210369	0.247489568295735
GY	nontebp	CML333	21.7106169471715	6.15295713902227e-09	0.000879468277982898	0.814592705351798
GYraw	nontebp	CML333	2.27682478968964	1.39399107204288e-08	0.00422431356105836	0.606985489226634
DTS	nontebp	CML52	88.4827630019339	-5.73691907959128e-08	0.0605192749018698	0.0559907518252886
PH	nontebp	CML52	203.245015936859	1.78194996668774e-07	0.0118980306251255	0.398711404246424
GY	nontebp	CML52	16.9294973922654	2.3938267947013e-08	0.0458437816300842	0.103444415291502
GYraw	nontebp	CML52	0.65353381662648	1.99611989200687e-08	0.033945164921949	0.155198016750889
DTS	nontebp	CML69	82.9610028713785	-4.18676055998986e-08	0.0111502577648125	0.395077224560595
PH	nontebp	CML69	119.181058691807	4.76428796925023e-07	0.0116856984757363	0.383894104885129
GY	nontebp	CML69	27.1122560247507	-1.12988071234877e-08	0.00193849500006837	0.729754416986184
GYraw	nontebp	CML69	7.16043941922812	-4.19949463149809e-09	0.000348032479052825	0.882736664964221
DTS	nontebp	Il14H	70.8706612298053	-9.9253182870927e-09	0.00810735334737244	0.551782587262196
PH	nontebp	Il14H	259.867350990109	-4.28244540102495e-08	0.00185703410946758	0.776133219805333
GY	nontebp	Il14H	25.6094482238701	-1.12649647638743e-08	0.00990319707546067	0.643617639897183
GYraw	nontebp	Il14H	11.5528213623238	-1.79953146616013e-08	0.0279167145789705	0.435185559261368
DTS	nontebp	Ki11	79.5868859934416	-2.59072463585915e-08	0.00882875510863561	0.503354307802269
PH	nontebp	Ki11	178.681403197093	2.83620030291132e-07	0.0357950163722836	0.174840853454586
GY	nontebp	Ki11	16.8478822057984	2.23133532913433e-08	0.0471337199720378	0.12210475205155
GYraw	nontebp	Ki11	0.227853035973869	2.04864351374412e-08	0.0303437979799791	0.216804806945769
DTS	nontebp	Ki3	71.1832148052268	-1.82321252235409e-09	2.22255801917639e-05	0.968201081931932
PH	nontebp	Ki3	206.443093810854	1.13280267627857e-07	0.00128288395524859	0.761917023206673
GY	nontebp	Ki3	29.1005414151514	-1.97903628408516e-08	0.00803677911448771	0.463835695220493
GYraw	nontebp	Ki3	13.9120573614799	-2.59438482561756e-08	0.0123609146061557	0.363096992730015
DTS	nontebp	Ky21	80.4888654531496	-3.63613064057745e-08	0.0307274538292809	0.146651858817858
PH	nontebp	Ky21	379.419239280409	-4.74227920368453e-07	0.0817628054771209	0.016412063594604
GY	nontebp	Ky21	24.7384223997029	-5.98665610467256e-09	0.00198622804458628	0.744311033120016
GYraw	nontebp	Ky21	4.4022019873477	8.35847602666736e-09	0.00736011687015366	0.525734627661282
DTS	nontebp	M162W	74.3371151074663	-1.56529858068703e-08	0.00813047495703691	0.468049216797375
PH	nontebp	M162W	215.146971121656	1.03306504934352e-07	0.00448672134933779	0.590185770526363
GY	nontebp	M162W	26.1859363056783	-1.02679660655903e-08	0.0105920802400147	0.407234986251279
GYraw	nontebp	M162W	9.62416591251052	-1.06232196528899e-08	0.0176217162098525	0.287987955099568
DTS	nontebp	M37W	86.8376823365068	-5.63491538047194e-08	0.0394938795974165	0.104238831515895
PH	nontebp	M37W	260.336094558133	-1.0269847075051e-08	1.19659683452807e-05	0.977665021809763
GY	nontebp	M37W	20.195396531717	1.19408868977075e-08	0.00518908930100152	0.56239236772659
GYraw	nontebp	M37W	-0.29032127014042	2.57277043354374e-08	0.0215547674754684	0.23579703046002
DTS	nontebp	Mo18W	80.1721634100662	-3.14543933112867e-08	0.0296333957050947	0.180933425452068
PH	nontebp	Mo18W	285.99370209656	-1.57776680284051e-07	0.00602078384681995	0.548876556659459
GY	nontebp	Mo18W	13.8362843722415	3.50988832053648e-08	0.0501962833297866	0.0826009994381809
GYraw	nontebp	Mo18W	-4.41411420898168	4.06581861040287e-08	0.0705414966680893	0.0385670570227416
DTS	nontebp	Ms71	67.0144437694162	3.13389817873278e-09	3.99718831282847e-05	0.96243214038935
PH	nontebp	Ms71	507.754440881213	-1.01820140138617e-06	0.0296197942004549	0.196413764037533
GY	nontebp	Ms71	36.5227723820917	-4.93956256059569e-08	0.0258357399742811	0.241075063248454
GYraw	nontebp	Ms71	22.5423820652636	-5.73003614981385e-08	0.0466916595346792	0.113083207104348
DTS	nontebp	NC350	79.1837813443681	-2.85805797688514e-08	0.00904939344825526	0.443828599941649
PH	nontebp	NC350	316.097938583015	-2.48931564014934e-07	0.0155709311450933	0.314360349222044
GY	nontebp	NC350	14.5952119218947	3.27898998736287e-08	0.0578439770574298	0.0555763512203976
GYraw	nontebp	NC350	-2.61259097954106	3.617305537349e-08	0.0682121302018517	0.0371105198812438
DTS	nontebp	NC358	62.057762613781	2.6356776111972e-08	0.00626740978465399	0.530747590852955
PH	nontebp	NC358	-174.616816347061	1.50086885119215e-06	0.199192387541791	0.000194249501604192
GY	nontebp	NC358	23.5754927532599	-1.16843326703609e-09	1.86834355903566e-05	0.973401561072512
GYraw	nontebp	NC358	3.51083793649787	1.16269117134789e-08	0.00201283538879746	0.726978987980309
DTS	nontebp	Oh43	66.0074717289936	7.04300482886776e-09	0.00526109968510801	0.572119616148236
PH	nontebp	Oh43	166.781437801967	2.81421910296571e-07	0.0789633900711561	0.0244960821235411
GY	nontebp	Oh43	23.9822110253361	-2.91295670082887e-09	0.00258667573700071	0.7045785489265
GYraw	nontebp	Oh43	7.10028220341625	-2.35512105965664e-09	0.00113076417735222	0.802130846253138
DTS	nontebp	Oh7B	66.8887859463837	1.24562350540027e-08	0.0150267876110213	0.334550886137382
PH	nontebp	Oh7B	293.124095699127	-1.61606538065062e-07	0.0312878982887677	0.162042884951628
GY	nontebp	Oh7B	20.5531191724332	1.00474726699134e-08	0.0160340750549421	0.347931603823561
GYraw	nontebp	Oh7B	6.51475234200479	-9.1180958607669e-10	0.000129742687130799	0.931766453209228
DTS	nontebp	P39	55.5652192390596	4.45067227089853e-08	0.115770071217818	0.00896631125534841
PH	nontebp	P39	231.173889007513	9.86269106420677e-09	0.000173277765150485	0.921875025722584
GY	nontebp	P39	16.388091246039	2.05553094941246e-08	0.0546748818866303	0.151947843233807
GYraw	nontebp	P39	2.69287737033695	1.28739589220999e-08	0.0254691921368234	0.331819236872623
DTS	nontebp	Tx303	80.778912807645	-3.71965665932217e-08	0.0177354816353527	0.290249409025444
PH	nontebp	Tx303	467.775374425095	-7.53487195393197e-07	0.0662282119222599	0.0384945955273725
GY	nontebp	Tx303	32.8961539359761	-3.59791209589012e-08	0.019711032761708	0.268500444540207
GYraw	nontebp	Tx303	15.9802852781063	-3.50294762463735e-08	0.0252422233409337	0.209858095899436
DTS	nontebp	Tzi8	86.5921820876152	-5.86345864607076e-08	0.0392825241750083	0.107882056842908
PH	nontebp	Tzi8	322.039324625164	-2.76307850765371e-07	0.0115809034947591	0.386047419929396
GY	nontebp	Tzi8	29.1516356186474	-2.07597781913929e-08	0.00685843649307046	0.525740608922237
GYraw	nontebp	Tzi8	8.25566693004079	-6.41317530564407e-09	0.000830457369404056	0.825510922284941
DTS	dhhbp	B97	53.3187460346483	4.17385216050753e-07	0.014623161194551	0.333446859754134
PH	dhhbp	B97	-95.8797904712069	9.46041401942258e-06	0.0363307653224758	0.125276208132776
GY	dhhbp	B97	29.385858137088	-1.69862942427384e-07	0.00342281596396115	0.640775876777873
GYraw	dhhbp	B97	20.4494601063538	-3.56638798283786e-07	0.0219500650029063	0.235152989989281
DTS	dhhbp	CML103	99.0735709289031	-8.05242814885545e-07	0.0431537198701118	0.09163438587315
PH	dhhbp	CML103	457.801167048182	-5.8210194486872e-06	0.0355509025970814	0.126502286164874
GY	dhhbp	CML103	9.06412698788962	3.91714398167444e-07	0.0195348623109894	0.25929396110101
GYraw	dhhbp	CML103	-13.0746701174685	5.44095392829181e-07	0.0644569065361787	0.0381611579954094
DTS	dhhbp	CML228	49.9707120583591	5.95018944133224e-07	0.0141259751545875	0.303233162314816
PH	dhhbp	CML228	465.649514004747	-5.9223970833943e-06	0.0287877324742634	0.140155915786647
GY	dhhbp	CML228	27.2815663735928	-1.00205265295544e-07	0.00176814774042517	0.725805017997833
GYraw	dhhbp	CML228	9.72743373399567	-8.30797365517318e-08	0.00128336506095062	0.765128287178108
DTS	dhhbp	CML247	42.2720414242106	8.14345905243046e-07	0.0373601580376333	0.103784284646711
PH	dhhbp	CML247	256.514218280067	-3.9462788881909e-07	0.000126544119328438	0.925280054009311
GY	dhhbp	CML247	20.625137479725	7.173130103847e-08	0.000906683201086262	0.804561406666312
GYraw	dhhbp	CML247	8.47294394175221	-6.51696922964331e-08	0.000920690416652079	0.803087657141603
DTS	dhhbp	CML277	117.916474403225	-1.26021834629183e-06	0.0307969473833874	0.162030328430393
PH	dhhbp	CML277	556.416491544879	-8.5118060945618e-06	0.0345689819441315	0.138108269401123
GY	dhhbp	CML277	18.0176008639484	1.48795720779671e-07	0.00371765831042187	0.634996587767719
GYraw	dhhbp	CML277	0.298217451026875	1.66104783036232e-07	0.00423500396819029	0.612347017860541
DTS	dhhbp	CML322	69.7134836103124	1.98950643017671e-08	3.67674576837306e-05	0.959394180550754
PH	dhhbp	CML322	361.234073267212	-2.9411885608293e-06	0.013768860895725	0.322821248097024
GY	dhhbp	CML322	38.9186633293016	-4.22938486778643e-07	0.0568643855080644	0.0436735269759465
GYraw	dhhbp	CML322	20.0741716083468	-3.61466217930582e-07	0.0483978214946223	0.0633297963889798
DTS	dhhbp	CML333	54.6341770262815	4.70582752549437e-07	0.017304965133327	0.292401415671222
PH	dhhbp	CML333	588.709720050299	-9.2679177137331e-06	0.108014159496494	0.00705411417050711
GY	dhhbp	CML333	32.8991961338286	-2.6010059408631e-07	0.0160326249945266	0.314854492581142
GYraw	dhhbp	CML333	22.7964594690791	-4.57105375976038e-07	0.0463381154694931	0.0850545173941427
DTS	dhhbp	CML52	36.4095951994749	1.00696816701374e-06	0.0780678685226591	0.0292040692116135
PH	dhhbp	CML52	517.450004597813	-7.30038494511816e-06	0.0851144407882375	0.0214061916785152
GY	dhhbp	CML52	28.3179997801613	-1.37027259032238e-07	0.00619924835153508	0.553342539976051
GYraw	dhhbp	CML52	10.5749545839557	-1.25963486444509e-07	0.00568774491350858	0.563490535256682
DTS	dhhbp	CML69	70.8858661530532	1.88619430124121e-08	1.69355447013148e-05	0.973633723358067
PH	dhhbp	CML69	833.8813668646	-1.62117329787792e-05	0.101254703576413	0.00868531389051875
GY	dhhbp	CML69	27.2609897107785	-8.92577711701255e-08	0.000899937377560221	0.81396461323474
GYraw	dhhbp	CML69	8.74353345554808	-7.55126528019597e-08	0.00085696592820403	0.816938417890248
DTS	dhhbp	Il14H	55.3875864204516	3.53070798044973e-07	0.0104476517428254	0.499077102652914
PH	dhhbp	Il14H	39.9013985328747	5.71830014147553e-06	0.0337190226630739	0.221871632779142
GY	dhhbp	Il14H	40.9974546373015	-5.01302746478596e-07	0.0213670909873692	0.495520809183626
GYraw	dhhbp	Il14H	20.2643440440521	-3.66375544733293e-07	0.0126074674507906	0.601416935955056
DTS	dhhbp	Ki11	102.645755311641	-8.23707481841632e-07	0.0127326621527439	0.421127511356935
PH	dhhbp	Ki11	874.302475909429	-1.70074987922279e-05	0.183630957337241	0.00136825546894696
GY	dhhbp	Ki11	37.7881181162629	-4.10481753073153e-07	0.0229625168643258	0.283553523747901
GYraw	dhhbp	Ki11	13.1396671802846	-2.03558949252347e-07	0.00431268059592995	0.643688090286268
DTS	dhhbp	Ki3	108.926142882264	-1.05763784248867e-06	0.0370189160128805	0.100523816986489
PH	dhhbp	Ki3	456.155597909414	-6.05038104339547e-06	0.0181140478991982	0.252925079766921
GY	dhhbp	Ki3	42.9023151736903	-5.31358685029866e-07	0.0291793272877904	0.160512554423091
GYraw	dhhbp	Ki3	27.9476910974831	-5.84334854557207e-07	0.0315813425771889	0.144051172365393
DTS	dhhbp	Ky21	57.1462973954708	3.74752594355678e-07	0.00314866566076159	0.644522121901273
PH	dhhbp	Ky21	113.463079534632	3.83369445092273e-06	0.00515473295728331	0.554761985981781
GY	dhhbp	Ky21	1.442284903238	5.94150998465725e-07	0.017575192749577	0.330053435819072
GYraw	dhhbp	Ky21	11.9248006419724	-1.45125947455155e-07	0.00195170953531831	0.744191529807036
DTS	dhhbp	M162W	72.3828527010726	-6.1876785776385e-08	0.000273112056018083	0.894402706285198
PH	dhhbp	M162W	85.8183767223342	4.32101934884962e-06	0.0168736885597844	0.294774748323021
GY	dhhbp	M162W	3.01249806967225	5.61645143181217e-07	0.0681240210161693	0.0328961332283203
GYraw	dhhbp	M162W	-6.60018304950004	3.6792354813514e-07	0.0445579420299631	0.0888779484024274
DTS	dhhbp	M37W	65.7897997837922	1.53071737067193e-07	0.0025758988678951	0.681051792752591
PH	dhhbp	M37W	371.112587805033	-3.10356043571897e-06	0.00965882052428688	0.425253860902308
GY	dhhbp	M37W	31.9270177148394	-2.31139300210365e-07	0.0170562974051656	0.292154347555679
GYraw	dhhbp	M37W	23.3055250503674	-4.52077159101188e-07	0.0583828910568814	0.0488539354183047
DTS	dhhbp	Mo18W	47.9770754556845	6.4969425338499e-07	0.0460287372559567	0.0940332996912631
PH	dhhbp	Mo18W	428.675160969408	-5.05515783031053e-06	0.0225024115013013	0.244535294997306
GY	dhhbp	Mo18W	35.0787344315361	-3.23580207128923e-07	0.0156927212087296	0.336074718615124
GYraw	dhhbp	Mo18W	21.8850253560422	-4.21082989311175e-07	0.0278312980206465	0.198780689708451
DTS	dhhbp	Ms71	39.3250033428497	7.82318883899171e-07	0.044269297773469	0.11289810246582
PH	dhhbp	Ms71	415.834506314034	-5.16414035239204e-06	0.0135413165672767	0.384358085772297
GY	dhhbp	Ms71	30.0246906284561	-1.94684735658254e-07	0.00699436888240342	0.543815748938509
GYraw	dhhbp	Ms71	11.3644854329829	-1.26075316966241e-07	0.00393935871304645	0.648943416850653
DTS	dhhbp	NC350	96.9199448446255	-6.9590760841465e-07	0.0137454351877828	0.344729115847057
PH	dhhbp	NC350	654.95297105473	-1.1109684726734e-05	0.0794577093639296	0.0208348787446225
GY	dhhbp	NC350	61.2546767878273	-1.03608031578052e-06	0.143884156304162	0.00199370753522821
GYraw	dhhbp	NC350	33.4623304951532	-7.21430429210915e-07	0.0709358959801078	0.033395390779592
DTS	dhhbp	NC358	68.657835443877	1.79845215408064e-08	3.72050592633061e-05	0.961538716897481
PH	dhhbp	NC358	585.13909248565	-9.53482198963835e-06	0.102497467425252	0.00932544891817027
GY	dhhbp	NC358	36.9358851682348	-3.7623225036219e-07	0.0246498330961589	0.222974756154937
